index,participant_index,age,gender,trial_number,expectedness,comfortable,propensity,image_set,image_set_repeat,noisiness,oddity,quadrant,c_expect,c_comfrt,c_prpnst,c_noise,c_oddity,c_oddnse
2263,71,33,"Male",23,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",7,2,"0 - Low","1 - Present",3,5,2,1,0,1,0
2264,71,33,"Male",24,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",9,2,"1 - High","0 - None",2,1,1,1,1,0,0
2265,71,33,"Male",25,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",10,2,"1 - High","1 - Present",4,5,4,1,1,1,1
2266,71,33,"Male",26,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",14,2,"1 - High","0 - None",2,1,2,1,1,0,0
2267,71,33,"Male",27,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",6,1,"0 - Low","0 - None",1,1,1,1,0,0,0
2268,71,33,"Male",28,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",6,2,"1 - High","1 - Present",4,5,4,1,1,1,1
2269,71,33,"Male",29,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",8,2,"1 - High","1 - Present",4,5,4,1,1,1,1
2270,71,33,"Male",30,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",13,2,"1 - High","0 - None",2,1,2,1,1,0,0
2271,71,33,"Male",31,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",1,2,"0 - Low","1 - Present",3,5,4,1,0,1,0
2272,71,33,"Male",32,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",2,2,"0 - Low","0 - None",1,2,1,1,0,0,0
2273,72,30,"Female",1,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",1,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
2274,72,30,"Female",2,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",12,1,"0 - Low","0 - None",1,4,4,1,0,0,0
2275,72,30,"Female",3,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",3,1,"1 - High","0 - None",2,4,4,1,1,0,0
2276,72,30,"Female",4,"3 - Indifferent / Can't Decide","3 - Yes, but would not be feel nice","1 - cautious",6,1,"1 - High","1 - Present",4,3,3,1,1,1,1
2277,72,30,"Female",5,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",9,1,"0 - Low","0 - None",1,4,3,1,0,0,0
2278,72,30,"Female",6,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","1 - cautious",14,1,"1 - High","0 - None",2,3,2,1,1,0,0
2279,72,30,"Female",7,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",15,1,"1 - High","1 - Present",4,4,4,1,1,1,1
2280,72,30,"Female",8,"3 - Indifferent / Can't Decide","3 - Yes, but would not be feel nice","1 - cautious",1,2,"0 - Low","0 - None",1,3,3,1,0,0,0
2281,72,30,"Female",9,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",6,2,"1 - High","0 - None",2,4,4,1,1,0,0
2282,72,30,"Female",10,"3 - Indifferent / Can't Decide","3 - Yes, but would not be feel nice","1 - cautious",7,1,"1 - High","1 - Present",4,3,3,1,1,1,1
2283,72,30,"Female",11,"3 - Indifferent / Can't Decide","3 - Yes, but would not be feel nice","1 - cautious",10,1,"0 - Low","1 - Present",3,3,3,1,0,1,0
2284,72,30,"Female",12,"3 - Indifferent / Can't Decide","3 - Yes, but would not be feel nice","1 - cautious",13,1,"0 - Low","1 - Present",3,3,3,1,0,1,0
2285,72,30,"Female",13,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",3,2,"0 - Low","1 - Present",3,4,4,1,0,1,0
2286,72,30,"Female",14,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",8,1,"1 - High","1 - Present",4,4,2,1,1,1,1
2287,72,30,"Female",15,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",16,1,"0 - Low","0 - None",1,4,3,1,0,0,0
2288,72,30,"Female",16,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","1 - cautious",2,1,"1 - High","0 - None",2,3,2,1,1,0,0
2289,72,30,"Female",17,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",5,1,"1 - High","0 - None",2,4,3,1,1,0,0
2290,72,30,"Female",18,"3 - Indifferent / Can't Decide","3 - Yes, but would not be feel nice","1 - cautious",4,1,"1 - High","1 - Present",4,3,3,1,1,1,1
2291,72,30,"Female",19,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",16,2,"0 - Low","1 - Present",3,4,3,1,0,1,0
2292,72,30,"Female",20,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",9,2,"1 - High","1 - Present",4,4,3,1,1,1,1
2293,72,30,"Female",21,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",15,2,"1 - High","1 - Present",4,4,3,1,1,1,1
2294,72,30,"Female",22,"3 - Indifferent / Can't Decide","3 - Yes, but would not be feel nice","1 - cautious",11,1,"0 - Low","0 - None",1,3,3,1,0,0,0
2295,72,30,"Female",23,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",8,2,"1 - High","0 - None",2,4,3,1,1,0,0
2296,72,30,"Female",24,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","1 - cautious",5,2,"1 - High","0 - None",2,3,2,1,1,0,0
2297,72,30,"Female",25,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",2,2,"1 - High","1 - Present",4,4,3,1,1,1,1
2298,72,30,"Female",26,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","1 - cautious",7,2,"0 - Low","1 - Present",3,3,2,1,0,1,0
2299,72,30,"Female",27,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",14,2,"0 - Low","0 - None",1,4,3,1,0,0,0
2300,72,30,"Female",28,"2 - Somewhat Expected","3 - Yes, but would not be feel nice","1 - cautious",13,2,"0 - Low","0 - None",1,2,3,1,0,0,0
2301,72,30,"Female",29,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",10,2,"1 - High","0 - None",2,4,3,1,1,0,0
2302,72,30,"Female",30,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",12,2,"0 - Low","1 - Present",3,4,3,1,0,1,0
2303,72,30,"Female",31,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",4,2,"0 - Low","0 - None",1,4,3,1,0,0,0
2304,72,30,"Female",32,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",11,2,"0 - Low","1 - Present",3,4,3,1,0,1,0
2305,73,65,"Male",1,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",13,1,"1 - High","0 - None",2,2,1,0,1,0,0
2306,73,65,"Male",2,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",16,1,"1 - High","1 - Present",4,4,3,0,1,1,1
2307,73,65,"Male",3,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",12,1,"1 - High","1 - Present",4,2,2,0,1,1,1
2308,73,65,"Male",4,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",6,1,"1 - High","1 - Present",4,5,3,0,1,1,1
2309,73,65,"Male",5,"1 - Completely Expected","3 - Yes, but would not be feel nice","0 - adventurous",11,1,"1 - High","0 - None",2,1,3,0,1,0,0
2310,73,65,"Male",6,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,1,"0 - Low","0 - None",1,1,2,0,0,0,0
2311,73,65,"Male",7,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",15,1,"0 - Low","1 - Present",3,4,3,0,0,1,0
2312,73,65,"Male",8,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",8,1,"1 - High","0 - None",2,1,1,0,1,0,0
2313,73,65,"Male",9,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,2,"1 - High","0 - None",2,1,2,0,1,0,0
2314,73,65,"Male",10,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",5,1,"0 - Low","1 - Present",3,4,1,0,0,1,0
2315,73,65,"Male",11,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
2316,73,65,"Male",12,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,1,"0 - Low","0 - None",1,1,1,0,0,0,0
2317,73,65,"Male",13,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",4,2,"1 - High","1 - Present",4,5,2,0,1,1,1
2318,73,65,"Male",14,"1 - Completely Expected","3 - Yes, but would not be feel nice","0 - adventurous",10,1,"0 - Low","0 - None",1,1,3,0,0,0,0
2319,73,65,"Male",15,"2 - Somewhat Expected","3 - Yes, but would not be feel nice","0 - adventurous",2,1,"1 - High","0 - None",2,2,3,0,1,0,0
2320,73,65,"Male",16,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",9,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
2321,73,65,"Male",17,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,1,"0 - Low","0 - None",1,1,2,0,0,0,0
2322,73,65,"Male",18,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",6,2,"0 - Low","0 - None",1,1,1,0,0,0,0
2323,73,65,"Male",19,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",12,2,"1 - High","0 - None",2,1,2,0,1,0,0
2324,73,65,"Male",20,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",5,2,"1 - High","1 - Present",4,5,2,0,1,1,1
2325,73,65,"Male",21,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",16,2,"0 - Low","0 - None",1,1,2,0,0,0,0
2326,73,65,"Male",22,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,2,"0 - Low","0 - None",1,2,2,0,0,0,0
2327,73,65,"Male",23,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,2,"1 - High","0 - None",2,1,2,0,1,0,0
2328,73,65,"Male",24,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",1,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
2329,73,65,"Male",25,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,2,"1 - High","0 - None",2,1,1,0,1,0,0
2330,73,65,"Male",26,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",8,2,"0 - Low","0 - None",1,2,2,0,0,0,0
2331,73,65,"Male",27,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",13,2,"0 - Low","1 - Present",3,4,1,0,0,1,0
2332,73,65,"Male",28,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,2,"0 - Low","1 - Present",3,5,2,0,0,1,0
2333,73,65,"Male",29,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",10,2,"0 - Low","1 - Present",3,4,2,0,0,1,0
2334,73,65,"Male",30,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",9,2,"1 - High","1 - Present",4,4,2,0,1,1,1
2335,73,65,"Male",31,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",15,2,"1 - High","1 - Present",4,4,3,0,1,1,1
2336,73,65,"Male",32,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,2,"1 - High","1 - Present",4,4,2,0,1,1,1
2337,74,68,"Female",1,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",12,1,"0 - Low","1 - Present",3,5,1,0,0,1,0
2338,74,68,"Female",2,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",7,1,"1 - High","0 - None",2,1,1,0,1,0,0
2339,74,68,"Female",3,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",9,1,"0 - Low","0 - None",1,1,1,0,0,0,0
2340,74,68,"Female",4,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",6,1,"0 - Low","1 - Present",3,5,2,0,0,1,0
2341,74,68,"Female",5,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",9,2,"1 - High","0 - None",2,1,1,0,1,0,0
2342,74,68,"Female",6,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",10,1,"0 - Low","1 - Present",3,5,1,0,0,1,0
2343,74,68,"Female",7,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",3,1,"0 - Low","0 - None",1,1,1,0,0,0,0
2344,74,68,"Female",8,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",16,1,"1 - High","1 - Present",4,5,1,0,1,1,1
2345,74,68,"Female",9,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",5,1,"1 - High","1 - Present",4,5,1,0,1,1,1
2346,74,68,"Female",10,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",11,1,"0 - Low","1 - Present",3,5,1,0,0,1,0
2347,74,68,"Female",11,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",10,2,"1 - High","1 - Present",4,5,2,0,1,1,1
2348,74,68,"Female",12,"3 - Indifferent / Can't Decide","1 - Absolutely Yes","0 - adventurous",8,1,"0 - Low","1 - Present",3,3,1,0,0,1,0
2349,74,68,"Female",13,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,1,"1 - High","0 - None",2,1,1,0,1,0,0
2350,74,68,"Female",14,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",16,2,"1 - High","1 - Present",4,5,1,0,1,1,1
2351,74,68,"Female",15,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,1,"1 - High","0 - None",2,1,1,0,1,0,0
2352,74,68,"Female",16,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",12,2,"1 - High","1 - Present",4,5,1,0,1,1,1
2353,74,68,"Female",17,"1 - Completely Expected","3 - Yes, but would not be feel nice","0 - adventurous",15,1,"0 - Low","0 - None",1,1,3,0,0,0,0
2354,74,68,"Female",18,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",7,2,"0 - Low","0 - None",1,1,1,0,0,0,0
2355,74,68,"Female",19,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",5,2,"0 - Low","1 - Present",3,5,1,0,0,1,0
2356,74,68,"Female",20,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,2,"1 - High","0 - None",2,1,2,0,1,0,0
2357,74,68,"Female",21,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",13,1,"1 - High","1 - Present",4,5,1,0,1,1,1
2358,74,68,"Female",22,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,2,"1 - High","1 - Present",4,5,2,0,1,1,1
2359,74,68,"Female",23,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,2,"1 - High","0 - None",2,1,1,0,1,0,0
2360,74,68,"Female",24,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,1,"0 - Low","1 - Present",3,5,2,0,0,1,0
2361,74,68,"Female",25,"1 - Completely Expected","3 - Yes, but would not be feel nice","0 - adventurous",15,2,"0 - Low","0 - None",1,1,3,0,0,0,0
2362,74,68,"Female",26,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",1,2,"0 - Low","1 - Present",3,5,2,0,0,1,0
2363,74,68,"Female",27,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,2,"0 - Low","0 - None",1,1,1,0,0,0,0
2364,74,68,"Female",28,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",2,2,"0 - Low","0 - None",1,1,1,0,0,0,0
2365,74,68,"Female",29,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",14,1,"1 - High","1 - Present",4,1,1,0,1,1,1
2366,74,68,"Female",30,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",8,2,"1 - High","0 - None",2,1,1,0,1,0,0
2367,74,68,"Female",31,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,2,"1 - High","0 - None",2,1,2,0,1,0,0
2368,74,68,"Female",32,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",6,2,"0 - Low","0 - None",1,1,1,0,0,0,0
2369,75,25,"Male",1,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",12,1,"0 - Low","0 - None",1,1,1,1,0,0,0
2370,75,25,"Male",2,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",6,1,"0 - Low","0 - None",1,1,1,1,0,0,0
2371,75,25,"Male",3,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",3,1,"0 - Low","0 - None",1,1,1,1,0,0,0
2372,75,25,"Male",4,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",8,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
2373,75,25,"Male",5,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",9,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
2374,75,25,"Male",6,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",5,1,"1 - High","0 - None",2,2,1,1,1,0,0
2375,75,25,"Male",7,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",7,1,"1 - High","1 - Present",4,5,2,1,1,1,1
2376,75,25,"Male",8,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",12,2,"1 - High","1 - Present",4,5,4,1,1,1,1
2377,75,25,"Male",9,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",10,1,"0 - Low","1 - Present",3,5,4,1,0,1,0
2378,75,25,"Male",10,"5 - Very Unexpected","3 - Yes, but would not be feel nice","1 - cautious",6,2,"0 - Low","1 - Present",3,5,3,1,0,1,0
2379,75,25,"Male",11,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","1 - cautious",1,1,"1 - High","0 - None",2,3,2,1,1,0,0
2380,75,25,"Male",12,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",13,1,"1 - High","0 - None",2,2,1,1,1,0,0
2381,75,25,"Male",13,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",5,2,"1 - High","1 - Present",4,5,2,1,1,1,1
2382,75,25,"Male",14,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",11,1,"1 - High","0 - None",2,4,3,1,1,0,0
2383,75,25,"Male",15,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",2,1,"1 - High","0 - None",2,2,2,1,1,0,0
2384,75,25,"Male",16,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",4,1,"0 - Low","1 - Present",3,5,4,1,0,1,0
2385,75,25,"Male",17,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",2,2,"1 - High","0 - None",2,2,2,1,1,0,0
2386,75,25,"Male",18,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",1,2,"1 - High","1 - Present",4,5,4,1,1,1,1
2387,75,25,"Male",19,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",16,1,"1 - High","1 - Present",4,4,4,1,1,1,1
2388,75,25,"Male",20,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",9,2,"0 - Low","0 - None",1,1,1,1,0,0,0
2389,75,25,"Male",21,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",4,2,"1 - High","0 - None",2,1,1,1,1,0,0
2390,75,25,"Male",22,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",14,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
2391,75,25,"Male",23,"2 - Somewhat Expected","4 - Certainly Not","1 - cautious",15,1,"0 - Low","0 - None",1,2,4,1,0,0,0
2392,75,25,"Male",24,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",13,2,"1 - High","1 - Present",4,4,4,1,1,1,1
2393,75,25,"Male",25,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",16,2,"1 - High","1 - Present",4,4,4,1,1,1,1
2394,75,25,"Male",26,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",10,2,"1 - High","0 - None",2,2,2,1,1,0,0
2395,75,25,"Male",27,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",3,2,"0 - Low","0 - None",1,1,1,1,0,0,0
2396,75,25,"Male",28,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",14,2,"0 - Low","1 - Present",3,4,2,1,0,1,0
2397,75,25,"Male",29,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",8,2,"0 - Low","0 - None",1,2,1,1,0,0,0
2398,75,25,"Male",30,"2 - Somewhat Expected","4 - Certainly Not","1 - cautious",15,2,"0 - Low","0 - None",1,2,4,1,0,0,0
2399,75,25,"Male",31,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",11,2,"0 - Low","1 - Present",3,5,4,1,0,1,0
2400,75,25,"Male",32,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",7,2,"1 - High","1 - Present",4,5,4,1,1,1,1
2401,76,32,"Female",1,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",6,1,"0 - Low","0 - None",1,2,1,0,0,0,0
2402,76,32,"Female",2,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",13,1,"0 - Low","1 - Present",3,4,3,0,0,1,0
2403,76,32,"Female",3,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",7,1,"1 - High","1 - Present",4,5,3,0,1,1,1
2404,76,32,"Female",4,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",8,1,"0 - Low","1 - Present",3,5,4,0,0,1,0
2405,76,32,"Female",5,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",2,1,"0 - Low","0 - None",1,1,1,0,0,0,0
2406,76,32,"Female",6,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,1,"1 - High","0 - None",2,1,1,0,1,0,0
2407,76,32,"Female",7,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",14,1,"0 - Low","1 - Present",3,5,4,0,0,1,0
2408,76,32,"Female",8,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",11,1,"0 - Low","1 - Present",3,5,4,0,0,1,0
2409,76,32,"Female",9,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",16,1,"0 - Low","1 - Present",3,4,3,0,0,1,0
2410,76,32,"Female",10,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,1,"0 - Low","0 - None",1,1,1,0,0,0,0
2411,76,32,"Female",11,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",14,2,"1 - High","1 - Present",4,5,4,0,1,1,1
2412,76,32,"Female",12,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,2,"1 - High","0 - None",2,1,1,0,1,0,0
2413,76,32,"Female",13,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",12,1,"1 - High","1 - Present",4,5,4,0,1,1,1
2414,76,32,"Female",14,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",13,2,"0 - Low","1 - Present",3,4,3,0,0,1,0
2415,76,32,"Female",15,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",11,2,"0 - Low","0 - None",1,1,1,0,0,0,0
2416,76,32,"Female",16,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",8,2,"1 - High","1 - Present",4,4,2,0,1,1,1
2417,76,32,"Female",17,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,2,"0 - Low","0 - None",1,1,2,0,0,0,0
2418,76,32,"Female",18,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,2,"1 - High","0 - None",2,1,2,0,1,0,0
2419,76,32,"Female",19,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",3,1,"1 - High","0 - None",2,1,1,0,1,0,0
2420,76,32,"Female",20,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",5,1,"1 - High","0 - None",2,1,1,0,1,0,0
2421,76,32,"Female",21,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",3,2,"1 - High","0 - None",2,1,1,0,1,0,0
2422,76,32,"Female",22,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",5,2,"1 - High","1 - Present",4,5,4,0,1,1,1
2423,76,32,"Female",23,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",15,1,"1 - High","1 - Present",4,5,4,0,1,1,1
2424,76,32,"Female",24,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",9,1,"0 - Low","0 - None",1,1,1,0,0,0,0
2425,76,32,"Female",25,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",12,2,"0 - Low","1 - Present",3,5,4,0,0,1,0
2426,76,32,"Female",26,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",10,1,"1 - High","1 - Present",4,5,4,0,1,1,1
2427,76,32,"Female",27,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",10,2,"0 - Low","1 - Present",3,5,4,0,0,1,0
2428,76,32,"Female",28,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,2,"0 - Low","0 - None",1,1,1,0,0,0,0
2429,76,32,"Female",29,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",16,2,"1 - High","0 - None",2,1,1,0,1,0,0
2430,76,32,"Female",30,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",6,2,"1 - High","0 - None",2,1,1,0,1,0,0
2431,76,32,"Female",31,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",9,2,"1 - High","1 - Present",4,2,1,0,1,1,1
2432,76,32,"Female",32,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",15,2,"0 - Low","0 - None",1,2,1,0,0,0,0
2433,77,29,"Male",1,"2 - Somewhat Expected","4 - Certainly Not","1 - cautious",15,1,"1 - High","1 - Present",4,2,4,1,1,1,1
2434,77,29,"Male",2,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",4,1,"1 - High","0 - None",2,1,1,1,1,0,0
2435,77,29,"Male",3,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",14,1,"1 - High","0 - None",2,1,1,1,1,0,0
2436,77,29,"Male",4,"1 - Completely Expected","3 - Yes, but would not be feel nice","1 - cautious",16,1,"0 - Low","0 - None",1,1,3,1,0,0,0
2437,77,29,"Male",5,"2 - Somewhat Expected","4 - Certainly Not","1 - cautious",15,2,"1 - High","1 - Present",4,2,4,1,1,1,1
2438,77,29,"Male",6,"5 - Very Unexpected","3 - Yes, but would not be feel nice","1 - cautious",10,1,"0 - Low","1 - Present",3,5,3,1,0,1,0
2439,77,29,"Male",7,"5 - Very Unexpected","3 - Yes, but would not be feel nice","1 - cautious",12,1,"1 - High","1 - Present",4,5,3,1,1,1,1
2440,77,29,"Male",8,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",7,1,"1 - High","0 - None",2,1,1,1,1,0,0
